"id","kod","isim","hacim","cinsi","ucret"
156,5449000008046,"COCA COLA 250 ML KUTU","0.25","METAL","0.4532249199590047"
157,5449000009869,"COCA COLA 250 ML LIGHT KUTU","0.25","METAL","0.024897632455532226"
158,54492820,"COCA COLA 250 ML LIGHT SISE","0.25","GLASS","0.01916531263668797"
159,90338243,"COCA COLA 250 ML PLASTIC","0.25","PLASTIC","0.378844247516286"
160,54492509,"COCA COLA 250 ML SISE","0.25","GLASS","0.20919492369456893"
161,5449000020987,"COCA COLA 250 ML ZERO KUTU","0.25","METAL","0.7556829210933531"
162,90338120,"COCA COLA 250 ML ZERO SISE","0.25","GLASS","0.5565824679654859"
163,5449000000286,"COCA COLA 2LT","2","PLASTIC","0.3354887328146078"
164,5449000051547,"COCA COLA 330 ML KUTU 6 LI","6x0,33","METAL","0.8773571023451109"
165,5449000018267,"COCA COLA 330 ML LIGHT 6 LI","6x0,33","METAL","0.7835518089597566"
166,5449000050205,"COCA COLA 330 ML LIGHT KUTU","0.33","METAL","0.49906319194735194"
167,5449000131805,"COCA COLA 330 ML ZERO KUTU","0.33","METAL","0.3794295946928965"
168,5449000000996,"COCA COLA 330ML KUTU","0.33","METAL","0.6275256966493861"
169,5449000131812,"COCA COLA 330MLX6 ZERO","6x0,33","METAL","0.3351900961059937"
170,5449000020031,"COCA COLA 4*1 LT LIGTH","4x1","PLASTIC","0.4800924914138116"
171,5449000008435,"COCA COLA 4*1 LT ZERO","1","PLASTIC","0.561456639772145"
172,5449000199218,"COCA COLA 4*250 ML","4x0,25","METAL","0.04224177411982777"
173,5449000199287,"COCA COLA 4*250 ML KUTU ZERO","4x0,25","METAL","0.40682021398826673"
174,5449000199348,"COCA COLA 4*250 ML LIGHT KUTU","4x0,25","METAL","0.22423704210992634"
175,90370076,"COCA COLA 450 ML","0.45","PLASTIC","0.5837583504423147"
176,90375323,"COCA COLA 450 ML ZERO","0.45","PLASTIC","0.3305442998306546"
177,54491472,"COCA COLA 500 ML.","0.5","PLASTIC","0.6412373967354209"
178,54492387,"COCA COLA 500 ML.LİGHT","0.5","PLASTIC","0.6418737017037408"
179,5449000199232,"COCA COLA 8*250 ML","8x0,25","METAL","0.8703920516989891"
180,5449000199324,"COCA COLA 8*250 ML LIGHT","8x0,25","METAL","0.05672383799653691"
181,5449000199263,"COCA COLA 8*250 ML ZERO","8x0,25","METAL","0.8975872967412077"
182,5449000178244,"COCA COLA GLADIATOR 250 ML","0.25","METAL","0.588087329792719"
183,5449000052131,"COCA COLA LIGHT 200ML","0.2","METAL","0.8279506896063611"
184,5449000043191,"COCA COLA SISE 6 X 250 ML","6x0,25","GLASS","0.19278201575496245"
185,5449000020666,"COCA COLA SISE 6*250 ML LIGHT","6x0,25","GLASS","0.16273422839453378"
186,5449000148728,"COCA COLA SISE 6X250 ML ZERO","6x0,25","GLASS","0.036385714984487505"
187,5449000158895,"COCA COLA ZERO 200ML","0.2","METAL","0.9817424145622828"
188,8690000006540,"COCACOLA/FANTA/1LT","1","PLASTIC","0.9496194284005218"
189,8690504511212,"COLA TURKA 1 LT","1","PLASTIC","0.7892001951409401"
190,8690504511410,"COLA TURKA 1 LT LIGHT","1","PLASTIC","0.6165032013624568"
191,9999905131050,"COLA TURKA 1,5LT*12","12x1,5","PLASTIC","0.9214319939779912"
192,9999905131051,"COLA TURKA 1,5LT*12","12x1,5","PLASTIC","0.8834982130473032"
193,8690504514930,"COLA TURKA 1.5 LT","1.5","PLASTIC","0.25524975117877513"
194,8690504511236,"COLA TURKA 2 LT.","2","PLASTIC","0.2580721094506223"
195,8690504511106,"COLA TURKA 200 ML SISE","0.2","GLASS","0.1576682301092368"
196,8690504511991,"COLA TURKA 200ML PLASTIC ŞİŞE","0.2","PLASTIC","0.6078923994695722"
197,8690504511144,"COLA TURKA 330 ML KUTU","0.33","METAL","0.7354774978934726"
198,869054511144,"COLA TURKA 330ML","0.33","METAL","0.42688541692724935"
199,8690504511120,"COLA TURKA 330ML*24","24x0,33","METAL","0.9857274362217721"
200,8690504511113,"COLA TURKA GLASS ŞİŞE 250 ML.","0.25","GLASS","0.6671431843307576"
201,8690504511342,"COLA TURKA LIGHT 330 ML.","0.33","METAL","0.007297610873330029"
202,8697071100023,"ÇOBANPINAR BARDAK SU","0.18","PLASTIC","0.3329195747446193"
203,8697071100139,"ÇOBANPINAR SU 0,5LT*12","12x0,5","PLASTIC","0.07049692708890087"
204,8697071100153,"ÇOBANPINAR SU 1,5LT*6","6x1,5","PLASTIC","0.16296636823374266"
205,90495373,"DAMLA M.SODA 200ML*24 VİŞNE","24x0,2","GLASS","0.9853748047170912"
206,5449000176578,"DAMLA MIN. LIMON 6X200 ML","6x0,2","GLASS","0.04984313512568994"
207,90492846,"DAMLA MINERA 200ML. ELMA","0.2","GLASS","0.3891117314792859"
208,90495311,"DAMLA MINERA 200ML. LIMON","0.2","GLASS","0.178738030566425"
209,5449000176288,"DAMLA MINERA MADEN SUYU 6 LI","6x0,2","GLASS","0.23056552376482897"
210,90492976,"DAMLA MİNERA MEYVELİ SODA-MANDALİNA","0.2","GLASS","0.4963164279701383"
211,90492396,"DAMLA SODA 200 ML SADE","0.2","GLASS","0.5923869329141399"
212,5449000137173,"DAMLA SU 0.5 LT","0.5","PLASTIC","0.7717846685287146"
213,5449000137180,"DAMLA SU 1.5 LT","1.5","PLASTIC","0.47734266860336105"
214,90399121,"DAMLA SU 330ml","0.33","GLASS","0.5111341999895611"
215,5449000184856,"DAMLA SU 750ML","0.75","GLASS","0.7395605937129293"
216,8693354004200,"DGANAY SALGAM SUYU GLASS ACILI 330 ML","0.33","GLASS","0.8971411564695598"
217,8690558026359,"DIMES 1 LT LIGHT LIMONATA GLASS","1","GLASS","0.7563521748969081"
218,8690558028490,"DIMES 1 LT OSMANLI SIRASI HASBAHCE PLASTIC","1","PLASTIC","0.4547742317712161"
219,8690558028513,"DIMES 1 LT TARCINLI KARANFILI HASBAHCE PLASTIC","1","PLASTIC","0.3123736420884544"
220,8690558025628,"DIMES HASBAHCE 1 LT GLASS OSMANLI SIRASI","1","GLASS","0.5731128989889349"
221,8690558026854,"DIMES HASBAHCE 1 LT GLASS TARCINLI KARANFILLI","1","GLASS","0.4056844612309606"
222,8690558024560,"DIMES LIMONATA 1 LT GLASS","1","GLASS","0.6528267237898229"
223,8690558027646,"DIMES M.SUYU 1 LT ELMA-TARCIN GLASS","1","GLASS","0.581289162753743"
224,8690558028018,"DIMES M.SUYU PREMIUM %100 ELMA SUYU 700 ML","0.7","GLASS","0.9358590030141791"
225,8690558005026,"DIMES M.SUYU SEFTALİ 1000 ML GLASS","1","GLASS","0.9834551616411591"
226,8690558028346,"DIMES MEY SUYU 1 LT VISNE AKTIVE SISE","1","GLASS","0.45320791210589584"
227,8690558027981,"DIMES MEY.SUYU 700ML GLASS %100 KARISIK","0.7","GLASS","0.2519566854667007"
228,8690558027998,"DIMES MEY.SUYU 700ML GLASS %100 KIRMIZI MEYVELER","0.7","GLASS","0.4284376480467209"
229,8690558027974,"DIMES MEY.SUYU 700ML GLASS %100 PORTAKAL","0.7","GLASS","0.5573607643879002"
230,8690558028001,"DIMES MEY.SUYU 700ML GLASS %100 UZUM","0.7","GLASS","0.008179445841535626"
231,8690558014486,"DIMES MEYVE SUYU 1 LT KARISIK SISE","1","GLASS","0.9841994471242745"
232,8690558005033,"DIMES MEYVE SUYU 1 LT KAYISI SISE","1","GLASS","0.013313148335980074"
233,8690558028360,"DIMES MEYVE SUYU 330 ML AKTIVE VISNE","0.33","METAL","0.051811123264278724"
234,8690558020326,"DIMES MEYVE SUYU 330 ML SEFTALI","0.33","METAL","0.7313013605875123"
235,8690105008690,"DİDİ SOĞUK ÇAY 250ML BERGOMATLI","0.25","METAL","0.1003144592338292"
236,8690105006568,"DİDİ SOĞUK ÇAY 250ML ÇİLEKLİ","0.25","METAL","0.7110019816530914"
237,8690558027394,"DİMES %100 SIKMA ELMA 700 ML","0.7","GLASS","0.1853930291525543"
238,8690558029343,"DİMES %100 SIKMA NAR 700 ML","0.7","GLASS","0.7887862283303513"
239,8690558029015,"DİMES %100 SIKMA ÜZÜM 700 ML","0.7","GLASS","0.2921346828987619"
240,8690558014677,"DİMES 250 ML GLASS KARIŞIK","0.25","GLASS","0.9129294219323194"
241,8690558013137,"DİMES 250 ML GLASS KAYISI","0.25","GLASS","0.41774035402202503"
242,8690558013120,"DİMES 250 ML GLASS ŞEFTALİ","0.25","GLASS","0.19373300750688072"
243,8690558023464,"DİMES GLASS LİMONATA 250 ML","0.25","GLASS","0.8108073241129631"
244,8690558013113,"DİMES GLASS VİŞNE MEYVESUYU 250 ML","0.25","GLASS","0.8796170678205094"
245,8690558005019,"DİMES CLACSSİC VİŞNELİ MEYVE SUYU GLASS","1","GLASS","0.08846081424766516"
